tax_id,scientific_name,accession,seq_name,seq_len
1268276,Saxatilomys,KU375155.1,"Saxatilomys paulinae voucher ABTC:116266 cytochrome b (cytb) gene, partial cds; mitochondrial",798
3037430,Arvicola italicus,PQ429261.1,"Arvicola italicus voucher VEN cytochrome b (cytb) gene, partial cds; mitochondrial",818
2640544,unclassified Dasymys,OL408917.1,"Dasymys sp. indet. Clade90 voucher KIZ:NMK KE20150556 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
3370987,Anteliomys proditor,KY997399.1,"Anteliomys proditor isolate muli13001 cytochrome b (Cytb) gene, partial cds; mitochondrial",1113
1795470,Sommeromys,KU375156.1,"Sommeromys macrorhinos voucher MZB:34758 cytochrome b (cytb) gene, partial cds; mitochondrial",803
1890046,Acomys cf. cineraceus,KX290493.1,"Acomys cf. cineraceus isolate ETH0548 cytochrome b (CYTB) gene, partial cds; mitochondrial",1120
614053,Nannospalax ehrenbergi kirgisorum,FJ656303.1,"Nannospalax ehrenbergi kirgisorum voucher TR-KILIS 5121 cytochrome b (cytb) gene, partial cds; mitochondrial",450
1933117,Hyorhinomys,KP210087.1,"Hyorhinomys stuempkei voucher NMV C37198 cytochrome b (CYTB) gene, partial cds; mitochondrial",795
2014509,Phyllotis stenops,KX793702.1,"Phyllotis stenops voucher MUSM:38652 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2912623,Mastomys natalensis complex sp. natBV,OK647167.1,"Mastomys natalensis complex sp. natBV isolate TZ27851 cytochrome b (cytb) gene, partial cds; mitochondrial",973
2259375,Oligoryzomys destructor destructor,MG214304.1,"Oligoryzomys destructor destructor voucher MUSM 36775 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2219200,Crateromys schadenbergi,MH330619.1,"Crateromys schadenbergi voucher FMNH:193750 cytochrome b (CYTB) gene, partial cds; mitochondrial",1140
1330381,Maxomys panglima,PQ861151.1,"Maxomys panglima isolate KU165356 cytochrome b (CYTB) gene, partial cds; mitochondrial",1140
1890199,Gerbilliscus sp.,OR589396.1,"Gerbilliscus sp. isolate 3149_chimit cytochrome b (cytb) gene, partial cds; mitochondrial",539
2603185,Praomys jacksoni complex sp. 'IVc',PX550957.1,"Praomys jacksoni complex sp. 'IVc' voucher BDA344 cytochrome b (cytb) gene, partial cds",1027
2606484,Bunomys torajae,MW058858.1,"Bunomys torajae voucher NMVZ21819 cytochrome b (cytb) gene, partial cds; mitochondrial",776
2517235,Apomys sp. Mt. Mangibok,MH092676.1,"Apomys sp. Mt. Mangibok voucher FMNH222955 cytochrome b (cytb) gene, partial cds; mitochondrial",1101
3374804,Oligoryzomys sp. n. MW-2024,OR709706.1,"Oligoryzomys sp. n. MW-2024 voucher MN87921 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2819585,Gerbilliscus inclusus,MW537490.1,"Gerbilliscus inclusus isolate MOZ259 cytochrome b (cytb) gene, partial cds; mitochondrial",1004
3092353,Nannospalax montanoserbicus,OR751026.1,"Nannospalax montanoserbicus isolate FK288 cytochrome b (cytb) gene, complete cds; mitochondrial",1140
2603187,Praomys jacksoni complex sp. 'Ib',MN597725.1,"Praomys jacksoni complex sp. 'Ib' voucher 2LIK19 cytochrome b (cytb) gene, partial cds; mitochondrial",782
1158281,Hylomyscus sp. 6 VN-2012,JQ735600.1,"Hylomyscus sp. 6 VN-2012 voucher RUCA_LEG00104 cytochrome b (CYTB) gene, partial cds; mitochondrial",1083
1315222,Akodon subfuscus subfuscus,KC841377.1,"Akodon subfuscus subfuscus voucher MVZ 174239 cytochrome b (cytb) gene, complete cds; mitochondrial",1140
3073965,Gerbillus sp. 1 MP-2023,OQ230810.1,"Gerbillus sp. 1 MP-2023 voucher Granjon et al. LG91 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
1315223,Akodon azarae azarae,KC841409.1,"Akodon azarae azarae voucher TTU 66508 cytochrome b (cytb) gene, partial cds; mitochondrial",1065
2496250,Acomys cf. kempi KE125,MH045031.1,"Acomys cf. kempi KE125 cytochrome b (cytb) gene, partial cds; mitochondrial",1017
2893897,unclassified Chionomys,MT890642.1,"Chionomys sp. l AB-2021 voucher ZIN105324 cytochrome b (cytb) gene, partial cds; mitochondrial",1139
548544,Oryzomys palustris coloratus,GQ148811.1,"Oryzomys palustris coloratus voucher EVGL05 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
2613864,Neodon bomiensis,PQ382937.1,"Neodon bomiensis isolate BM202303182 cytochrome b (cytb) gene, partial cds; mitochondrial",1069
544437,Mus baoulei,EU603995.1,"Mus baoulei voucher KD36 cytochrome b (cytb) gene, partial cds; mitochondrial",744
1932368,Soricomys,OQ630974.1,"Soricomys kalinga voucher LRH8877 cytochrome b (CYTB) gene, partial cds; mitochondrial",1125
2496237,Acomys cf. wilsoni TZ27522,MH044908.1,"Acomys cf. wilsoni TZ27522 cytochrome b (cytb) gene, partial cds; mitochondrial",930
2911480,Reithrodontomys cherrii,ON156912.1,"Reithrodontomys cherrii isolate LSUMNS381 cytochrome b (Cytb) gene, partial cds; mitochondrial",757
3370701,Reithrodontomys wagneri,PP972113.1,"Reithrodontomys wagneri isolate AMTR15 cytochrome b (cytb) gene, partial cds; mitochondrial",800
2966565,Peromyscus sp. CNMA 43176,MW017644.1,"Peromyscus sp. CNMA 43176 cytochrome b (cytb) gene, partial cds; mitochondrial",811
3369958,Eliurus danieli,PX733423.1,"Eliurus danieli isolate SMG13425 cytochrome b (CYTB) gene, partial cds; mitochondrial",1084
2034202,Oligoryzomys mattogrossae,KY952262.1,"Oligoryzomys mattogrossae voucher MN67086 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2689143,Calomyscus sp. Group D,KT878601.1,"Calomyscus sp. group D SAk-2015 voucher ZMFUM3897 cytochrome b (Cytb) gene, partial cds; mitochondrial",1009
2644169,unclassified Myospalax,EF522090.1,"Myospalax sp. Ashinu h85 cytochrome b (cytb) gene, partial cds; mitochondrial",833
1725226,Thomasomys princeps,OP978501.1,"Thomasomys princeps voucher S4_5 cytochrome b (cytb) gene, partial cds; mitochondrial",795
2695257,Thomasomys sp. QCAZ16230,MN557119.1,"Thomasomys sp. QCAZ16230 cytochrome b (Cytb) gene, partial cds; mitochondrial",962
3116670,Spalax giganteus,OP882026.1,"Spalax giganteus voucher personal_collection:M.Rusin:kizlyar cytochrome b (CYTB) gene, complete cds; mitochondrial",1140
2959321,Cricetomys sp. T1683,OK183737.1,"Cricetomys sp. T1683 cytochrome b (cytb) gene, partial cds; mitochondrial",402
1330377,Maxomys dollmani,PQ861111.1,"Maxomys dollmani isolate KCR3520 cytochrome b (CYTB) gene, partial cds; mitochondrial",764
3356292,Neodon sp. t SW-2024,PQ382944.1,"Neodon sp. t SW-2024 isolate CN202303530 cytochrome b (cytb) gene, partial cds; mitochondrial",1069
3370253,Microtus afghanus,EF599109.1,"Blanfordimys afghanus cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2601206,Akodon josemariarguedasi,MK419973.1,"Akodon josemariarguedasi voucher MUSM46177 cytochrome b (cytb) gene, partial cds; mitochondrial",789
2828280,Dendromus sp. indet. 14 GV-2021,MW712065.1,"Dendromus sp. indet. 14 GV-2021 voucher FMNH:183748 cytochrome b (cytb) gene, partial cds; mitochondrial",897
2941034,Arvicanthis sp. indet. Clade81,OL408900.1,"Arvicanthis sp. indet. Clade81 voucher KIZ:NMK KE20160336 cytochrome b (cytb) gene, partial cds; mitochondrial",1139
2028316,Eothenomys sp. 2 SJS-2017,KY753984.1,"Eothenomys sp. 2 SJS-2017 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
1576794,Neodon sp. 2 WJ-2014,KP190231.1,"Neodon sp. 2 WJ-2014 isolate XZ13066 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2819878,Geoxus annectens,AF108672.1,"Pearsonomys annectens cytochrome B (cytB) gene, mitochondrial gene encoding mitochondrial protein, partial cds",801
2941058,Otomys sp. indet. Clade76,OL408945.1,"Otomys sp. indet. Clade76 voucher KIZ:NMK KE20160204 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
863426,Oecomys cleberi,OR339700.1,"Oecomys cleberi isolate RPK-FJAM-12 cytochrome b (Cytb) gene, partial cds; mitochondrial",696
2030024,Eothenomys melanogaster complex sp. Taiwan,KY753981.1,"Eothenomys melanogaster complex sp. Taiwan cytochrome b (cytb) gene, partial cds; mitochondrial",1113
2162903,Alexandromys limnophilus malygini,MF099569.1,"Alexandromys limnophilus malygini voucher ZMMU S-181020 cytochrome b (cytb) gene, partial cds; mitochondrial",1120
1926541,Niviventer sp. 4 BZ-2016,KY068746.1,"Niviventer sp. 4 BZ-2016 isolate C871 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2912624,Mastomys natalensis complex sp. natBVI,OK647237.1,"Mastomys natalensis complex sp. natBVI isolate Z7x54 cytochrome b (cytb) gene, partial cds; mitochondrial",691
1925733,Niviventer confucianus yajiangensis,KY068842.1,"Niviventer confucianus yajiangensis isolate Z201405620 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
1239840,Mastomys sp. IN-2012,AB752972.1,"Mastomys sp. IN-2012 mitochondrial cytb gene for cytochrome b, partial cds, isolate: 10ZRD#36",1196
1891227,Microtus mystacinus,MK321250.1,"Microtus mystacinus isolate MA1LO1 cytochrome b (cytb) gene, partial cds; mitochondrial",492
2030026,Sigmodon alleni complex sp. Oaxaca,KY754151.1,"Sigmodon alleni complex sp. Oaxaca cytochrome b (cytb) gene, partial cds; mitochondrial",428
1582479,Mus sp. Dakawa,KJ935803.1,"Mus sp. Dakawa isolate T50557 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
548549,Microakodontomys,PV053300.1,"Microakodontomys transitorius voucher MZUSP 36662 cytochrome b (cytb) gene, partial cds; mitochondrial",765
1436004,Spalax antiquus,OP882058.1,"Spalax antiquus voucher personal_collection:A.Sandor:R99 cytochrome b (CYTB) gene, partial cds; mitochondrial",1069
2695248,Thomasomys auricularis,MN557125.1,"Thomasomys auricularis voucher QCAZ6015 cytochrome b (Cytb) gene, partial cds; mitochondrial",446
2170709,Tachyoryctes macrocephalus,MH189040.1,"Tachyoryctes macrocephalus isolate ETH0935 cytochrome b (cytb) gene, partial cds; mitochondrial",882
666514,Praomys lukolelae,PV873485.1,"Praomys lukolelae voucher EBO27 cytochrome b (cytb) gene, partial cds; mitochondrial",1100
1392542,Dendromus insignis,OL408918.1,"Dendromus insignis voucher KIZ:NMK KE20150569 cytochrome b (cytb) gene, partial cds; mitochondrial",1139
2723033,Oligoryzomys sp. UV14992,MK552115.1,"Oligoryzomys sp. UV14992 cytochrome b (cytb) gene, partial cds; mitochondrial",1131
2695249,Thomasomys cinereus,MZ490813.1,"Thomasomys cinereus voucher MUSM EV1626 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2782731,Sigmodontinae gen. n. sp. QCAZ 8720,MT700427.1,"Sigmodontinae gen. n. sp. QCAZ 8720 voucher QCAZ8720 cytochrome b (cytb) gene, partial cds; mitochondrial",1138
2028306,Tachyoryctes ankoliae,KY754163.1,"Tachyoryctes ankoliae cytochrome b (cytb) gene, partial cds; mitochondrial",1138
3622380,Arvicanthis raffertyi,PX503628.1,"Arvicanthis raffertyi isolate ETH2560 cytochrome b (cytb) gene, partial cds; mitochondrial",840
2592600,Arvicanthis sp. 'Masai Mara',MK239789.1,"Arvicanthis sp. 'Masai Mara' isolate 7282 cytochrome B (cytB) gene, partial cds; mitochondrial",1140
2496258,Acomys cf. kempi KE888,MH045041.1,"Acomys cf. kempi KE888 cytochrome b (cytb) gene, partial cds; mitochondrial",491
2941059,Otomys sp. indet. Clade71,OL408947.1,"Otomys sp. indet. Clade71 voucher KIZ:NMK KE20150883 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2723282,unclassified Nannomys,OK093445.1,"Mus cf. gerbillus TZ2018CS33 cytochrome b (cytb) gene, partial cds; mitochondrial",987
1427028,Hylomyscus arcimontensis,MZ420637.1,"Hylomyscus arcimontensis isolate TZJA001 cytochrome b (cytb) gene, partial cds; mitochondrial",919
1587537,Peromyscus mexicanus nicaraguae,KX998950.1,"Peromyscus mexicanus nicaraguae voucher TK115212 cytochrome b (cytb) gene, partial cds; mitochondrial",1129
3002847,Palawanomys furvus,OM502717.1,"Palawanomys furvus isolate DSB4881 cytochrome b (CYTB) gene, partial cds; mitochondrial",1135
1073271,Neodon linzhiensis,PQ382965.1,"Neodon linzhiensis isolate LZ202109381 cytochrome b (cytb) gene, partial cds; mitochondrial",1069
1353927,Delomys altimontanus,KF316975.1,"Delomys altimontanus voucher MN69712 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
2950095,Thomasomys antoniobracki,MW788413.1,"Thomasomys antoniobracki voucher MUSM 23757 cytochrome b (cytb) gene, partial cds; mitochondrial",792
3370702,Rhabdomys chakae,ON733159.1,"Rhabdomys chakae isolate Alexandria_291 cytochrome b (cytb) gene, partial cds; mitochondrial",1107
2496243,Acomys cf. mullah ETH1225,MH044988.1,"Acomys cf. mullah ETH1225 cytochrome b (cytb) gene, partial cds; mitochondrial",958
2107261,Hybomys eisentrauti,MF680489.1,"Hybomys eisentrauti voucher MNHN-CAM0095 cytochrome b (Cytb) gene, partial cds; mitochondrial",1140
2590970,Oligoryzomys arenalis,MK542511.1,"Oligoryzomys arenalis voucher MUSA13525 cytochrome b (cytb) gene, partial cds; mitochondrial",1130
2419854,Neacomys sp. MUSM 44962,MG824887.1,"Neacomys sp. MUSM 44962 voucher MUSM:44962 cytochrome b (cytb) gene, partial cds; mitochondrial",792
992337,Akodon latebricola,MT240524.1,"Akodon latebricola voucher MECN3734 cytochrome b (Cytb) gene, partial cds; mitochondrial",801
2689144,Calomyscus sp. Group G,MK205412.1,"Calomyscus sp. Group G voucher ZMFUM5279 cytochrome b (cytb) gene, partial cds; mitochondrial",867
768346,Apomys camiguinensis,AY324477.1,"Apomys camiguinensis voucher FMNH 154854 cytochrome b (cytb) gene, complete cds; mitochondrial",1144
1268277,Saxatilomys paulinae,KU375155.1,"Saxatilomys paulinae voucher ABTC:116266 cytochrome b (cytb) gene, partial cds; mitochondrial",798
2964725,Peromyscus felipensis,OL631912.1,"Peromyscus felipensis voucher MZFC 8144 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
1630328,Cerradomys vivoi,MZ273940.1,"Cerradomys vivoi isolate CIT1472 from Brazil cytochrome b (cytb) gene, partial cds; mitochondrial",720
2496244,Acomys cf. mullah ETH1226,MH044990.1,"Acomys cf. mullah ETH1226 cytochrome b (cytb) gene, partial cds; mitochondrial",990
1725225,Thomasomys vulcani,PV582373.1,"Thomasomys vulcani ssp. a WPR-2025 voucher MIZI-TH-2025-0645 cytochrome b (Cytb) gene, partial cds; mitochondrial",712
1660244,Oecomys cf. bicolor RGR-2015,KR190445.1,"Oecomys cf. bicolor RGR-2015 isolate FSF34r cytochrome b (cytb) gene, partial cds; mitochondrial",801
2828273,Dendromus sp. indet. 4 GV-2021,MW712112.1,"Dendromus sp. indet. 4 GV-2021 voucher FMNH:174214 cytochrome b (cytb) gene, partial cds; mitochondrial",1022
1227109,Rattus sakeratensis,JX534060.1,"Rattus sakeratensis voucher R4724 cytochrome b (cytb) gene, partial cds; mitochondrial",1096
2172887,Tachyoryctes splendens complex sp. 1 JK-2018,MH189079.1,"Tachyoryctes splendens complex sp. 1 JK-2018 isolate A31 cytochrome b (cytb) gene, partial cds; mitochondrial",882
3049460,Frateromys fratrorum,MW058841.1,"Frateromys fratrorum voucher NMVC38228 cytochrome b (cytb) gene, partial cds; mitochondrial",802
1001553,Dephomys defua,MW762593.1,"Dephomys defua voucher USNM:583899 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
1769195,Holochilus sp. 2 GDE-2015,KP970183.1,"Holochilus sp. 2 GDE-2015 cytochrome b (cytb) gene, partial cds; mitochondrial",578
1405178,Rattus morotaiensis,MN273047.1,"Rattus morotaiensis voucher MZB ASA M85 cytochrome b (cytb) gene, partial cds; mitochondrial",796
2607027,Pogonomys mollipilosus,MN244997.1,"Pogonomys mollipilosus isolate M35466 cytochrome b (CYTB) gene, partial cds; mitochondrial",1089
2828276,Dendromus sp. indet. 7 GV-2021,MW712047.1,"Dendromus sp. indet. 7 GV-2021 voucher BONN:M5-191 cytochrome b (cytb) gene, partial cds; mitochondrial",1014
866551,Rhipidomys sp. RGR-2010d,HM594672.1,"Rhipidomys sp. RGR-2010d isolate UHESM15690 cytochrome b (cytb) gene, partial cds; mitochondrial",690
2695261,Thomasomys sp. QCAZ16330,MN557123.1,"Thomasomys sp. QCAZ16330 cytochrome b (Cytb) gene, partial cds; mitochondrial",962
2966566,Peromyscus sp. b MALT-2022,MW017660.1,"Peromyscus sp. b MALT-2022 voucher UAMI 15513 cytochrome b (cytb) gene, partial cds; mitochondrial",811
2782732,unclassified Rhagomys,MT441549.1,"Rhagomys sp. n. NT-2020 voucher MEPN10898 cytochrome b (cytb) gene, partial cds; mitochondrial",1128
508668,Rattus nitidus,OK257680.1,"Rattus nitidus cytochrome b (CYTB) gene, partial cds; mitochondrial",1140
1572694,Chiromyscus thomasi,MK957059.1,"Chiromyscus thomasi isolate 16-045 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2135401,Oecomys franciscorum,MG323717.1,"Oecomys franciscorum voucher PNPA301 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2723032,Oligoryzomys sp. UV13585,MK552114.1,"Oligoryzomys sp. UV13585 cytochrome b (cytb) gene, partial cds; mitochondrial",1131
1480181,Leopoldamys sp. L1,KM262613.1,"Leopoldamys sp. L1 voucher R4087 cytochrome c oxidase subunit 1 (cytb) gene, partial cds; mitochondrial",613
3370696,Reithrodontomys darienensis,EF990015.1,"Reithrodontomys dariensis voucher ROM116311 cytochrome b (CYTB) gene, partial cds; mitochondrial",1056
1588036,Peromyscus cf. salvadorensis SGP-2014,KP284421.1,"Peromyscus cf. salvadorensis SGP-2014 voucher CM117022 cytochrome b (cytb) gene, partial cds; mitochondrial",1113
1582511,Dendromus cf. insignis TA-2014,KM347850.1,"Dendromus cf. insignis TA-2014 isolate KE265 cytochrome b (cytb) gene, partial cds; mitochondrial",947
2861665,Peromyscus mexicanus totontepecus,MZ510929.1,"Peromyscus mexicanus totontepecus voucher MZFC-PMM081 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
3371117,Mictomicrotus liangshanensis,KP190251.1,"Proedromys liangshanensis isolate JYBCP0211 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2496219,Acomys cf. kempi KE824,MH045035.1,"Acomys cf. kempi KE824 cytochrome b (cytb) gene, partial cds; mitochondrial",1004
2629467,unclassified Gerbilliscus,OR589396.1,"Gerbilliscus sp. isolate 3149_chimit cytochrome b (cytb) gene, partial cds; mitochondrial",539
2565374,Cricetulus barabensis xinganensis,MH580995.1,"Cricetulus barabensis xinganensis haplotype Cbx8 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2714119,Stenocephalemys sp. A VK-2020,MT084823.1,"Stenocephalemys sp. A VK-2020 isolate 3383 cytochrome b (cytb) gene, partial cds; mitochondrial",683
666516,Praomys cf. jacksoni,FJ617487.1,"Praomys cf. jacksoni voucher LEG1328 cytochrome b (cytb) gene, partial cds; mitochondrial",749
1974206,Neacomys sp. MUSM 45054,KY859731.1,"Neacomys sp. MUSM 45054 cytochrome b (Cytb) gene, partial cds; mitochondrial",801
2496253,Acomys cf. kempi KE074,MH045036.1,"Acomys cf. kempi KE074 cytochrome b (cytb) gene, partial cds; mitochondrial",850
2828269,Dendromus sp. indet. 11 GV-2021,MW712041.1,"Dendromus sp. indet. 11 GV-2021 voucher MNHN:ZM-2015-269 cytochrome b (cytb) gene, partial cds; mitochondrial",1116
2172888,Tachyoryctes splendens complex sp. 2 JK-2018,MH189057.1,"Tachyoryctes splendens complex sp. 2 JK-2018 isolate LAV2603 cytochrome b (cytb) gene, partial cds; mitochondrial",882
1788385,Meriones sp. HK-2016,KP899539.1,"Meriones sp. HK-2016 cytochrome b (Cytb) gene, partial cds; mitochondrial",1140
530173,Handleyomys saturatior,KY753997.1,"Handleyomys saturatior cytochrome b (cytb) gene, partial cds; mitochondrial",1064
2630845,unclassified Phloeomys,EU349775.1,"Phloeomys sp. 931040 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2893898,Chionomys sp. l AB-2021,MT890642.1,"Chionomys sp. l AB-2021 voucher ZIN105324 cytochrome b (cytb) gene, partial cds; mitochondrial",1139
1638930,Echiothrix centrosa,KP210088.1,"Echiothrix centrosa voucher NMV C37808 cytochrome b (CYTB) gene, partial cds; mitochondrial",795
2866649,Nilopegamys plumbeus,MT610460.1,"Nilopegamys plumbeus voucher FMNH:MAMM:28633 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
3002826,Rattus sp. FMNH 135719,OM502742.1,"Rattus sp. FMNH 135719 isolate SMG3006 cytochrome b (CYTB) gene, partial cds; mitochondrial",1123
927574,Zygodontomys sp. Isla Coiba,GU397425.1,"Zygodontomys sp. Isla Coiba voucher NK119166 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
870526,Eothenomys inez,KY997389.1,"Eothenomys inez isolate LPS039 cytochrome b (Cytb) gene, partial cds; mitochondrial",1140
3035881,Ochromyscus sp. 3 niveiventris,OQ605771.1,"Ochromyscus sp. 3 niveiventris voucher USB_UGA0109 cytochrome b (cytB) gene, partial cds; mitochondrial",982
2517237,Apomys sp. Mt. Tallulah,MH092681.1,"Apomys sp. Mt. Tallulah voucher FMNH228509 cytochrome b (cytb) gene, partial cds; mitochondrial",1096
3076789,Oecomys sp. j JS-2023,OR339676.1,"Oecomys sp. j JS-2023 isolate JUR009 cytochrome b (Cytb) gene, partial cds; mitochondrial",603
946209,Niviventer tenaster,MF642478.1,"Niviventer tenaster isolate ZIN97693 cytochrome b (cytb) gene, partial cds; mitochondrial",1131
1868320,Oecomys sp. JSB-2016a,KT737232.1,"Oecomys sp. JSB-2016a cytochrome b (cytb) gene, partial cds; mitochondrial",801
1093799,Otomys orestes zinki,OP690529.1,"Otomys orestes zinki voucher FMNH 174177 cytochrome b (cytb) gene, partial cds; mitochondrial",1123
2606483,Bunomys coelestis,MW058860.1,"Bunomys coelestis voucher NMVZ57127 cytochrome b (cytb) gene, partial cds; mitochondrial",797
3370898,Thamnomys poensis,PV873676.1,"Thamnomys poensis voucher EBO259 cytochrome b (cytb) gene, partial cds; mitochondrial",1103
1385986,Peromyscus sp. 1 HMH-2013,KF201673.1,"Peromyscus sp. 1 HMH-2013 isolate TK148852 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
644772,Mastomys awashensis,OR589392.1,"Mastomys awashensis isolate 3132_chimit cytochrome b (cytb) gene, partial cds; mitochondrial",621
3033997,Calomyscus behzadi,MW888463.1,"Calomyscus behzadi voucher ZMFUM-5387 cytochrome b (cytb) gene, partial cds; mitochondrial",925
2640464,unclassified Berylmys,HM217412.1,"Berylmys sp. Be2b MP-2010 voucher R3268 cytochrome b (cytb) gene, partial cds; mitochondrial",1109
2959316,Cricetomys sp. T1760,OK183732.1,"Cricetomys sp. T1760 cytochrome b (cytb) gene, partial cds; mitochondrial",402
2024399,Peromyscus avius,MF589817.1,"Peromyscus avius voucher CIB<MEX-LaPaz>:1337 cytochrome b (Cytb) gene, partial cds; mitochondrial",800
1795474,Tateomys macrocercus,KU375157.1,"Tateomys macrocercus voucher MZB:34788 cytochrome b (cytb) gene, partial cds; mitochondrial",780
2828279,Dendromus sp. indet. 12 GV-2021,MW712054.1,"Dendromus sp. indet. 12 GV-2021 voucher FMNH:204870 cytochrome b (cytb) gene, partial cds; mitochondrial",994
3382954,Oxymycterus akodontius,PP314055.1,"Oxymycterus akodontius voucher MACN-Ma 30845 cytochrome b (cytb) gene, partial cds; mitochondrial",801
1116355,Lophuromys sp. ADM-2011,JF460897.1,"Lophuromys sp. ADM-2011 voucher GA3111 cytochrome b (cytb) gene, partial cds; mitochondrial",703
978106,Abrothrix illuteus,HQ189528.1,"Abrothrix illuteus voucher CNP 1489 cytochrome b (cytb) gene, partial cds; mitochondrial",1137
687455,Typhlomys cinereus,MW585783.1,"Typhlomys cinereus isolate QLF1911375 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
3092347,Nannospalax hellenicus,OR751016.1,"Nannospalax hellenicus hellenicus isolate FK259 cytochrome b (cytb) gene, complete cds; mitochondrial",1140
2496235,Acomys cf. wilsoni TZ27881,MH044906.1,"Acomys cf. wilsoni TZ27881 cytochrome b (cytb) gene, partial cds; mitochondrial",925
2613867,Neodon medogensis,PQ382983.1,"Neodon medogensis isolate MT201904996 cytochrome b (cytb) gene, partial cds; mitochondrial",1069
2695252,Thomasomys sp. QCAZ17489/MECN5852,MN557083.1,"Thomasomys sp. QCAZ17489/MECN5852 voucher MECN5852 cytochrome b (Cytb) gene, partial cds; mitochondrial",1139
1427027,Hylomyscus endorobae,OL408928.1,"Hylomyscus endorobae voucher KIZ:NMK KE20150074 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
858504,Rattus sp. R3 MP-2010,HM217442.1,"Rattus sp. R3 MP-2010 voucher R4188 cytochrome b (cytb) gene, partial cds; mitochondrial",1135
2028305,Rhipidomys venustus,KY754145.1,"Rhipidomys venustus cytochrome b (cytb) gene, partial cds; mitochondrial",426
3370986,Anteliomys olitor,MW682703.1,"Eothenomys olitor voucher KIZ:XMS170017 cytochrome b (cytb) gene, partial cds; mitochondrial",1138
2695262,Thomasomys sp. SF15,MN557127.1,"Thomasomys sp. SF15 cytochrome b (Cytb) gene, partial cds; mitochondrial",410
1925729,Niviventer confucianus chihliensis,KY068800.1,"Niviventer confucianus chihliensis isolate Z201311103 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2028302,Oxymycterus hispidus,KY754091.1,"Oxymycterus hispidus cytochrome b (cytb) gene, partial cds; mitochondrial",1123
655581,Eremoryzomys,EU579483.1,"Ereoryzomys polius voucher FMNH129243 cytochrome b (Cytb) gene, partial cds; mitochondrial",1143
3092352,Nannospalax monticola,PP896879.1,"Nannospalax monticola isolate NMONT2 cytochrome b (cytb) gene, complete cds; mitochondrial",1140
2927130,unclassified Chilomys,OM703427.1,"Chilomys sp. w NT-2025 voucher QCAZ8695 cytochrome b (Cytb) gene, partial cds; mitochondrial",1140
2637779,unclassified Mastomys,AB752972.1,"Mastomys sp. IN-2012 mitochondrial cytb gene for cytochrome b, partial cds, isolate: 10ZRD#36",1196
2927133,Chilomys sp. p NT-2024,OM703424.1,"Chilomys sp. p NT-2024 voucher QCAZ17553 cytochrome b (Cytb) gene, partial cds; mitochondrial",1139
1217594,Archboldomys maximus,JQ898033.1,"Archboldomys maximus voucher FMNH 193522 cytochrome b (CYTB) gene, partial cds; mitochondrial",1126
2774393,Lophuromys chercherensis,MT366175.1,"Lophuromys chercherensis voucher ETH0106 cytochrome b (cytb) gene, partial cds; mitochondrial",1131
1582481,Mus sp. Kiwit,KJ935751.1,"Mus sp. Kiwit isolate KIK7 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
3122391,Nothocricetulus,PP457735.1,"Nothocricetulus migratorius voucher IDB RAS CWT 27251 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
1116256,Praomys obscurus,AF518367.1,"Praomys hartwigi obscurus specimen-voucher ZFMK 88-130 cytochrome b (cytb) gene, partial cds; mitochondrial gene for mitochondrial product",1140
2774392,Lophuromys brunneus,MN817387.1,"Lophuromys brunneus clone ETH2132 cytochrome b (cytb) gene, partial cds; mitochondrial",996
2941067,Mus sp. indet. Clade58,OL408940.1,"Mus sp. indet. Clade58 voucher KIZ:NMK KE20160188 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
